,Date,High,Low,Open,Close_x,Volume,Adj Close,JPM,MS,LIBOR,VIX,SS Close,DJI Close,IXIC Close,GSPC Close,N225 Close,HSI Close,FCHI Close,GDAXI Close,DEXJPUS,DEXCHUS,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,sentiment,Close_y,Fourier3,Fourier6,Fourier9,Close,ARIMA,PCA1,PCA2,PCA3,PCA4
0,2012-09-04,25.559999465942386,25.09499931335449,25.35000038146973,25.440000534057607,7052640.0,25.440000534057607,37.0099983215332,15.510000228881836,0.1514,17.98,2043.6490478515625,13035.9404296875,3075.06005859375,1404.93994140625,8775.509765625,19429.91015625,3399.0400390625,6932.580078125,78.35,6.3465,25.82999992370605,25.484285899571013,25.440000534057607,25.440000534057607,0.0,0.6936970563228329,26.87168001221668,24.096891786925344,25.440000534057607,24.440000534057607,3.1962211561551785,0.0,25.440000534057607,33.183570987545856,31.776666398388066,30.2943450835238,25.440000534057607,25.440000534057607,8.047065,-1.8117124,-0.8578697,1.8758143
1,2012-09-05,25.540000915527344,25.239999771118164,25.540000915527344,25.38999938964844,1468050.0,25.38999938964844,37.11000061035156,15.68000030517578,0.1514,17.74,2037.6810302734373,13047.48046875,3069.27001953125,1403.43994140625,8679.8203125,19145.0703125,3405.7900390625,6964.68994140625,78.34,6.3489,25.82999992370605,25.484285899571013,25.41403840138361,25.412916580835976,-0.0011218205476382082,0.6936970563228329,26.87168001221668,24.096891786925344,25.402499675750732,24.38999938964844,3.1941731872031633,0.0,25.38999938964844,32.78451619210082,31.04512682885209,29.29124865516181,25.38999938964844,25.38999938964844,8.072973,-2.0263016,-1.432865,1.5317092
2,2012-09-06,25.989999771118164,25.51000022888184,25.520000457763672,25.959999084472656,2302428.0,25.959999084472656,38.68999862670898,16.25,0.1529,15.6,2051.91796875,13292.0,3135.81005859375,1432.1199951171875,8680.5703125,19209.30078125,3509.8798828125,7167.330078125,78.96,6.3428,25.82999992370605,25.484285899571013,25.610196773967107,25.62644300835237,0.016246234385260294,0.6936970563228329,26.87168001221668,24.096891786925344,25.78846080486591,24.959999084472656,3.217274506821445,0.0,25.959999084472656,32.38508000799285,30.334694605688934,28.351185044275606,25.959999084472656,25.959999084472656,7.558399,-1.7231407,-1.3644848,0.8614769
3,2012-09-07,26.46999931335449,25.940000534057607,25.979999542236328,26.35000038146973,2384139.0,26.35000038146973,39.29999923706055,17.079999923706055,0.1524,14.38,2127.761962890625,13306.6396484375,3136.419921875,1437.9200439453125,8871.650390625,19802.16015625,3519.050048828125,7214.5,78.14,6.3428,25.82999992370605,25.484285899571013,25.81701353351821,25.85484179409071,0.03782826057249622,0.6936970563228329,26.87168001221668,24.096891786925344,26.167500019073486,25.35000038146973,3.232778745085308,0.0,26.35000038146973,31.985848116723083,29.649114253800178,27.482444158638824,26.35000038146973,26.35000038146973,7.2970953,-1.0555847,-1.3408581,0.3284683
4,2012-09-10,26.40999984741211,25.86000061035156,26.40999984741211,25.93000030517578,1977754.0,25.93000030517578,38.7599983215332,16.610000610351562,0.1524,16.28,2134.89306640625,13254.2900390625,3104.02001953125,1429.0799560546875,8869.3701171875,19827.169921875,3506.050048828125,7213.7001953125,78.24,6.3375,25.82999992370605,25.484285899571013,25.84321563189072,25.87526209293776,0.03204646104703812,0.6936970563228329,26.87168001221668,24.096891786925344,26.00851260729073,24.93000030517578,3.2160719097767734,0.0,25.93000030517578,31.587411132773386,28.99183715107107,26.69182095914078,25.93000030517578,25.93000030517578,7.5311766,-1.2483671,-1.1135224,0.6729965
5,2012-09-11,26.239999771118164,25.81999969482422,25.86000061035156,26.020000457763672,1860812.0,26.020000457763672,39.599998474121094,17.25,0.1524,16.41,2120.553955078125,13323.3603515625,3104.530029296875,1433.56005859375,8807.3798828125,19857.880859375,3537.300048828125,7310.10986328125,77.78,6.3349,25.82999992370605,25.484285899571013,25.87862422252789,25.91044113024753,0.03181690771965151,0.6936970563228329,26.87168001221668,24.096891786925344,26.016181694282277,25.020000457763672,3.2196755233346748,0.0,26.020000457763672,31.190363379657683,28.365982891446205,25.984519748642,26.020000457763672,26.020000457763672,7.4586987,-1.3373538,-0.9391077,0.5657192
6,2012-09-12,25.93000030517578,25.60000038146973,25.790000915527344,25.71999931335449,1330686.0,25.71999931335449,39.91999816894531,17.420000076293945,0.1524,15.8,2126.553955078125,13333.349609375,3114.31005859375,1436.56005859375,8959.9599609375,20075.390625,3543.7900390625,7343.52978515625,77.86,6.3261,25.82999992370605,25.484285899571013,25.850413604721126,25.86794470511293,0.017531100391803278,0.6936970563228329,26.87168001221668,24.096891786925344,25.818636446618644,24.71999931335449,3.2076126048125686,0.0,25.71999931335449,30.795301647881953,27.77430449841268,25.36409907937394,25.71999931335449,25.71999931335449,7.4440455,-1.2266297,-0.91070086,0.21938133
7,2012-09-13,26.440000534057607,25.6299991607666,25.670000076293945,26.270000457763672,2198159.0,26.270000457763672,41.400001525878906,17.899999618530273,0.1524,14.05,2110.37890625,13539.8603515625,3155.830078125,1459.989990234375,8995.150390625,20047.630859375,3502.090087890625,7310.31982421875,77.41,6.3294,25.94857134137835,25.484285899571013,25.91801944340601,25.951847543763147,0.033828100357137465,0.6936970563228329,26.87168001221668,24.096891786925344,26.11959165770833,25.270000457763672,3.2296179395150086,0.0,26.270000457763672,30.402823936336695,27.219158282337823,24.83245756975437,26.270000457763672,26.270000457763672,7.205643,-1.1151576,-1.0699803,-0.0499548
8,2012-09-14,26.95000076293945,26.270000457763672,26.290000915527344,26.8700008392334,3247558.0,26.8700008392334,41.56999969482422,18.239999771118164,0.1539,14.51,2123.846923828125,13593.3701171875,3183.949951171875,1465.77001953125,9159.3896484375,20629.779296875,3581.580078125,7412.1298828125,78.22,6.3145,26.16000011989049,25.484285899571013,26.059123985055265,26.133490945413623,0.07436696035835766,0.6936970563228329,26.87168001221668,24.096891786925344,26.619889863173828,25.8700008392334,3.2530840286383467,-0.2449343167780605,26.8700008392334,30.01352817855272,26.702479134150025,24.389859299474594,26.8700008392334,26.8700008392334,6.870756,-0.826241,-0.37708408,0.34619457
9,2012-09-18,26.6200008392334,25.85000038146973,26.56999969482422,26.04999923706055,2685344.0,26.04999923706055,41.2599983215332,17.6299991607666,0.1519,14.18,2059.54296875,13564.6396484375,3177.800048828125,1459.3199462890625,9123.76953125,20601.9296875,3512.68994140625,7347.68994140625,78.59,6.3187,26.1728572845459,25.484285899571013,26.057864858640322,26.117669299129304,0.059804440488981925,0.6936970563228329,26.87168001221668,24.096891786925344,26.239956344890818,25.04999923706055,3.2208737970742085,0.0,26.04999923706055,29.24686619391868,25.79005017910034,23.765081715376354,26.04999923706055,26.04999923706055,7.173932,-1.1353667,-0.65559536,-0.27774078
